,Rank,Title,Studio,Total Gross,Theaters,Opening,Opening Theaters,Year,link
0,99,Eve's Bayou,Trim.,"$14,842,388",672,"$3,287,846",659,1997,/movies/?id=evesbayou.htm
0,100,The 6th Man,BV,"$14,772,788","1,231","$4,128,178","1,227",1997,/movies/?id=6thman.htm
0,1,Saving Private Ryan,DW,"$216,540,909","2,807","$30,576,104","2,463",1998,/movies/?id=savingprivateryan.htm
0,2,Armageddon,BV,"$201,578,182","3,184","$36,089,972","3,127",1998,/movies/?id=armageddon.htm
0,3,There's Something About Mary,Fox,"$176,484,651","2,555","$13,740,644","2,186",1998,/movies/?id=somethingaboutmary.htm
0,4,A Bug's Life,BV,"$162,798,565","2,773","$291,121",1,1998,/movies/?id=bugslife.htm
0,5,The Waterboy,BV,"$161,491,646","2,782","$39,414,071","2,664",1998,/movies/?id=waterboy.htm
0,6,Doctor Dolittle,Fox,"$144,156,605","2,871","$29,014,324","2,777",1998,/movies/?id=drdolittle.htm
0,7,Rush Hour,NL,"$141,186,864","2,724","$33,001,803","2,638",1998,/movies/?id=rushhour.htm
0,8,Deep Impact,Par.,"$140,464,664","3,280","$41,152,375","3,156",1998,/movies/?id=deepimpact.htm
0,9,Godzilla,Sony,"$136,314,294","3,310","$44,047,541","3,310",1998,/movies/?id=godzilla.htm
0,10,Patch Adams,Uni.,"$135,026,902","2,909","$25,262,280","2,712",1998,/movies/?id=patchadams.htm
0,11,Lethal Weapon 4,WB,"$130,444,603","3,117","$34,048,124","3,117",1998,/movies/?id=lethalweapon4.htm
0,12,The Truman Show,Par.,"$125,618,201","2,911","$31,542,121","2,315",1998,/movies/?id=trumanshow.htm
0,13,Mulan,BV,"$120,620,254","2,953","$22,745,143","2,888",1998,/movies/?id=mulan.htm
0,14,You've Got Mail,WB,"$115,821,495","2,948","$18,426,749","2,691",1998,/movies/?id=youvegotmail.htm
0,15,Enemy of the State,BV,"$111,549,836","2,517","$20,038,573","2,393",1998,/movies/?id=enemyofthestate.htm
0,16,The Prince of Egypt,DW,"$101,413,188","3,218","$14,524,321","3,118",1998,/movies/?id=princeofegypt.htm
0,17,The Rugrats Movie,Par.,"$100,494,675","2,832","$27,321,470","2,782",1998,/movies/?id=rugratsmovie.htm
0,18,Shakespeare in Love,Mira.,"$100,317,794","2,030","$224,012",8,1998,/movies/?id=shakespeareinlove.htm
0,19,The Mask of Zorro,Sony,"$94,095,523","2,515","$22,525,855","2,515",1998,/movies/?id=maskofzorro.htm
0,20,Stepmom,Sony,"$91,137,662","2,503","$19,142,440","2,358",1998,/movies/?id=stepmom.htm
0,21,Antz,DW,"$90,757,863","2,929","$17,195,160","2,449",1998,/movies/?id=antz.htm
0,22,Everest (IMAX),MFF,"$87,178,599",62,"$364,244",10,1998,/movies/?id=everestimax.htm
0,23,The X-Files,Fox,"$83,898,313","2,650","$30,138,758","2,629",1998,/movies/?id=x-filesfightthefuture.htm
0,24,The Wedding Singer,NL,"$80,245,725","2,837","$18,865,080","2,821",1998,/movies/?id=weddingsinger.htm
0,25,City of Angels,WB,"$78,685,114","2,433","$15,369,048","2,212",1998,/movies/?id=cityofangels.htm
0,26,The Horse Whisperer,BV,"$75,383,563","2,362","$13,685,488","2,039",1998,/movies/?id=horsewhisperer.htm
0,27,"Six Days, Seven Nights",BV,"$74,339,294","2,606","$16,485,276","2,550",1998,/movies/?id=sixdayssevennights.htm
0,28,Star Trek: Insurrection,Par.,"$70,187,658","2,677","$22,052,836","2,620",1998,/movies/?id=startrek9.htm
0,29,Blade,NL,"$70,087,718","2,389","$17,073,856","2,322",1998,/movies/?id=blade.htm
0,30,Lost in Space,NL,"$69,117,629","3,306","$20,154,919","3,306",1998,/movies/?id=lostinspace.htm
0,31,A Perfect Murder,WB,"$67,638,368","2,845","$16,615,704","2,845",1998,/movies/?id=perfectmurder.htm
0,32,The Parent Trap,BV,"$66,308,518","2,407","$11,148,497","2,247",1998,/movies/?id=parenttrap98.htm
0,33,Ever After: A Cinderella Story,Fox,"$65,705,771","2,067","$8,526,904","1,767",1998,/movies/?id=everafter.htm
0,34,Hope Floats,Fox,"$60,053,195","2,404","$14,210,464","2,367",1998,/movies/?id=hopefloats.htm
0,35,Life Is Beautiful,Mira.,"$57,247,384","1,136","$118,920",6,1998,/movies/?id=lifeisbeautiful.htm
0,36,U.S. Marshals,WB,"$57,167,405","2,817","$16,863,988","2,817",1998,/movies/?id=usmarshals.htm
0,37,The Man in the Iron Mask,MGM,"$56,968,902","3,101","$17,271,450","3,101",1998,/movies/?id=manintheironmask.htm
0,38,A Civil Action,BV,"$56,709,981","2,319","$70,079",2,1998,/movies/?id=civilaction.htm
0,39,Snake Eyes,Par.,"$55,591,409","2,718","$16,310,373","2,713",1998,/movies/?id=snakeeyes.htm
0,40,What Dreams May Come,Poly,"$55,382,927","2,531","$15,833,592","2,526",1998,/movies/?id=whatdreamsmaycome.htm
0,41,Halloween: H20,Dim.,"$55,041,738","2,669","$16,187,724","2,607",1998,/movies/?id=halloween7.htm
0,42,Small Soldiers,DW,"$54,682,547","2,613","$14,047,592","2,539",1998,/movies/?id=smallsoldiers.htm
0,43,T-Rex: Back to the Cretaceous (IMAX),Imax,"$53,354,743",38,"$261,760",17,1998,/movies/?id=treximax.htm
0,44,Mighty Joe Young,BV,"$50,632,037","2,559","$10,602,042","2,502",1998,/movies/?id=mightyjoeyoung.htm
0,45,Practical Magic,WB,"$46,683,377","2,652","$13,104,694","2,652",1998,/movies/?id=practicalmagic.htm
0,46,Meet Joe Black,Uni.,"$44,619,100","2,527","$15,017,995","2,503",1998,/movies/?id=meetjoeblack.htm
0,47,The Negotiator,WB,"$44,547,681","2,436","$10,218,831","2,436",1998,/movies/?id=negotiator.htm
0,48,Ronin,MGM,"$41,616,262","2,487","$12,697,641","2,487",1998,/movies/?id=ronin.htm
0,49,The Siege,Fox,"$40,981,289","2,582","$13,931,285","2,541",1998,/movies/?id=siege.htm
0,50,Mysteries of Egypt (IMAX),Imax,"$40,593,486",27,"$119,280",18,1998,/movies/?id=egyptimax.htm
0,51,Pleasantville,NL,"$40,584,421","1,773","$8,855,063","1,636",1998,/movies/?id=pleasantville.htm
0,52,The Faculty,Mira.,"$40,283,321","2,365","$11,633,495","2,365",1998,/movies/?id=faculty.htm
0,53,I Still Know What You Did Last Summer,Sony,"$40,002,112","2,473","$16,520,038","2,443",1998,/movies/?id=istillknowwhatyoudidlastsummer.htm
0,54,Primary Colors,Uni.,"$39,001,187","1,976","$12,045,395","1,965",1998,/movies/?id=primarycolors.htm
0,55,Urban Legend,Sony,"$38,072,438","2,257","$10,515,444","2,257",1998,/movies/?id=urbanlegend.htm
0,56,How Stella Got Her Groove Back,Fox,"$37,672,941","1,399","$11,318,919","1,395",1998,/movies/?id=howstellagothergrooveback.htm
0,57,Out of Sight,Uni.,"$37,562,568","2,112","$12,020,435","2,106",1998,/movies/?id=outofsight.htm
0,58,Sphere,WB,"$37,020,277","2,814","$14,433,957","2,814",1998,/movies/?id=sphere.htm
0,59,The Thin Red Line,Fox,"$36,400,491","1,657","$282,534",5,1998,/movies/?id=thinredline.htm
0,60,Jack Frost,WB,"$34,562,556","2,152","$7,104,125","2,152",1998,/movies/?id=jackfrost.htm
0,61,Mercury Rising,Uni.,"$32,935,289","2,399","$10,104,715","2,386",1998,/movies/?id=mercuryrising.htm
0,62,Bride of Chucky,Uni.,"$32,383,850","2,467","$11,830,855","2,412",1998,/movies/?id=brideofchucky.htm
0,63,A Night at the Roxbury,Par.,"$30,331,165","2,169","$9,604,791","1,865",1998,/movies/?id=nightattheroxbury.htm
0,64,Wild Things,Sony,"$30,147,739","2,177","$9,622,444","2,177",1998,/movies/?id=wildthings.htm
0,65,Elizabeth ,Gram.,"$30,082,699",624,"$275,131",9,1998,/movies/?id=elizabeth .htm
0,66,Madeline,Sony,"$29,967,750","1,863","$6,414,668","1,863",1998,/movies/?id=madeline.htm
0,67,Spice World,Sony,"$29,342,592","2,339","$10,527,222","2,339",1998,/movies/?id=spiceworld.htm
0,68,The Object of My Affection,Fox,"$29,187,243","1,990","$9,725,855","1,890",1998,/movies/?id=objectofmyaffection.htm
0,69,Grease (Re-issue),Par.,"$28,411,018","2,064","$12,705,463","2,064",1998,/movies/?id=grease98.htm
0,70,The Big Hit,Sony,"$27,007,143","2,149","$10,809,424","2,149",1998,/movies/?id=bighit.htm
0,71,Paulie,DW,"$26,875,268","1,812","$5,369,800","1,553",1998,/movies/?id=paulie.htm
0,72,Bulworth,Fox,"$26,528,185","2,051","$141,816",2,1998,/movies/?id=bulworth.htm
0,73,Great Expectations,Fox,"$26,420,672","1,906","$9,593,290","1,867",1998,/movies/?id=greatexpectations.htm
0,74,Can't Hardly Wait,Sony,"$25,605,015","1,987","$8,025,910","1,987",1998,/movies/?id=canthardlywait.htm
0,75,Fallen,WB,"$25,232,289","2,448","$10,401,586","2,448",1998,/movies/?id=fallen.htm
0,76,Waking Ned Devine,FoxS,"$24,792,251",540,"$148,971",9,1998,/movies/?id=wakingneddevine.htm
0,77,The Avengers (1998),WB,"$23,384,939","2,466","$10,305,957","2,466",1998,/movies/?id=avengers.htm
0,78,One True Thing,Uni.,"$23,245,840","1,636","$6,606,455","1,590",1998,/movies/?id=onetruething.htm
0,79,The Players Club,NL,"$23,047,939",624,"$5,894,607",593,1998,/movies/?id=playersclub.htm
0,80,Rounders,Mira.,"$22,912,409","2,191","$8,459,126","2,176",1998,/movies/?id=rounders.htm
0,81,Beloved,BV,"$22,852,487","1,571","$8,165,551","1,501",1998,/movies/?id=beloved.htm
0,82,The Borrowers,Poly,"$22,619,589","1,606","$4,470,111","1,535",1998,/movies/?id=borrowers.htm
0,83,Quest for Camelot,WB,"$22,510,798","3,107","$6,041,602","3,107",1998,/movies/?id=questforcamelot.htm
0,84,He Got Game,BV,"$21,567,853","1,414","$7,610,663","1,319",1998,/movies/?id=hegotgame.htm
0,85,Psycho (1998),Uni.,"$21,456,130","2,489","$10,031,850","2,477",1998,/movies/?id=psycho98.htm
0,86,John Carpenter's Vampires,Sony,"$20,308,772","1,793","$9,106,497","1,793",1998,/movies/?id=vampires.htm
0,87,Mafia!,BV,"$19,889,299","1,944","$6,577,961","1,942",1998,/movies/?id=mafia.htm
0,88,Hard Rain,Par.,"$19,870,567","2,132","$8,009,024","2,107",1998,/movies/?id=hardrain.htm
0,89,Species II,MGM,"$19,221,939","2,510","$7,274,008","2,510",1998,/movies/?id=species2.htm
0,90,The Replacement Killers,Sony,"$19,204,929","1,936","$8,046,553","1,936",1998,/movies/?id=replacementkillers.htm
0,91,The Odd Couple II,Par.,"$18,912,328","1,852","$4,810,288","1,650",1998,/movies/?id=oddcouple2.htm
0,92,Babe: Pig in the City,Uni.,"$18,319,860","2,387","$6,162,640","2,384",1998,/movies/?id=babepiginthecity.htm
0,93,Simon Birch,BV,"$18,253,415",930,"$3,321,370",596,1998,/movies/?id=simonbirch.htm
0,94,Disturbing Behavior,MGM,"$17,514,980","1,842","$7,007,714","1,842",1998,/movies/?id=disturbingbehavior.htm
0,95,Half Baked,Uni.,"$17,460,020","1,703","$7,722,540","1,701",1998,/movies/?id=halfbaked.htm
0,96,The Big Lebowski,Gram.,"$17,451,873","1,235","$5,533,844","1,207",1998,/movies/?id=biglebowski.htm
0,97,Rushmore,BV,"$17,105,219",830,"$43,666",2,1998,/movies/?id=rushmore.htm
0,98,54,Mira.,"$16,757,163","1,869","$6,611,532","1,859",1998,/movies/?id=54.htm
0,99,A Simple Plan ,Par.,"$16,316,273",675,"$390,563",31,1998,/movies/?id=simpleplan .htm
0,100,Dance with Me,Sony,"$15,923,122","1,467","$4,507,663","1,467",1998,/movies/?id=dancewithme.htm
0,1,Star Wars: Episode I - The Phantom Menace,Fox,"$431,088,295","3,126","$64,820,970","2,970",1999,/movies/?id=starwars.htm
0,2,The Sixth Sense,BV,"$293,506,292","2,821","$26,681,262","2,161",1999,/movies/?id=sixthsense.htm
0,3,Toy Story 2,BV,"$245,852,179","3,257","$300,163",1,1999,/movies/?id=toystory2.htm
0,4,Austin Powers: The Spy Who Shagged Me,NL,"$206,040,086","3,314","$54,917,604","3,312",1999,/movies/?id=austinpowers2.htm
0,5,The Matrix,WB,"$171,479,930","2,903","$27,788,331","2,849",1999,/movies/?id=matrix.htm
0,6,Tarzan,BV,"$171,091,819","3,131","$34,221,968","3,005",1999,/movies/?id=tarzan.htm
0,7,Big Daddy,Sony,"$163,479,795","3,254","$41,536,370","3,027",1999,/movies/?id=bigdaddy.htm
0,8,The Mummy,Uni.,"$155,385,488","3,411","$43,369,635","3,210",1999,/movies/?id=mummy.htm
0,9,Runaway Bride,Par.,"$152,257,509","3,240","$35,055,556","3,158",1999,/movies/?id=runawaybride.htm
0,10,The Blair Witch Project,Art.,"$140,539,099","2,538","$1,512,054",27,1999,/movies/?id=blairwitchproject.htm
0,11,Stuart Little,Sony,"$140,035,367","3,151","$15,018,223","2,878",1999,/movies/?id=stuartlittle.htm
0,12,The Green Mile,WB,"$136,801,374","2,875","$18,017,152","2,875",1999,/movies/?id=greenmile.htm
0,13,American Beauty,DW,"$130,096,601","1,990","$861,531",16,1999,/movies/?id=americanbeauty.htm
0,14,The World Is Not Enough,MGM,"$126,943,684","3,163","$35,519,007","3,163",1999,/movies/?id=worldisnotenough.htm
0,15,Double Jeopardy,Par.,"$116,741,558","3,002","$23,162,542","2,547",1999,/movies/?id=doublejeopardy.htm
0,16,Notting Hill,Uni.,"$116,089,678","2,786","$21,811,180","2,747",1999,/movies/?id=nottinghill.htm
0,17,Wild Wild West,WB,"$113,804,681","3,342","$27,687,484","3,342",1999,/movies/?id=wildwildwest.htm
0,18,Analyze This,WB,"$106,885,658","2,537","$18,383,507","2,518",1999,/movies/?id=analyzethis.htm
0,19,The General's Daughter,Par.,"$102,705,852","2,858","$22,332,053","2,856",1999,/movies/?id=generalsdaughter.htm
0,20,American Pie,Uni.,"$102,561,004","2,544","$18,709,680","2,508",1999,/movies/?id=americanpie.htm
0,21,Sleepy Hollow,Par.,"$101,071,502","3,069","$30,060,467","3,064",1999,/movies/?id=sleepyhollow.htm
0,22,Inspector Gadget,BV,"$97,403,112","2,877","$21,889,138","2,814",1999,/movies/?id=inspectorgadget.htm
0,23,The Haunting,DW,"$91,411,151","2,881","$33,435,140","2,808",1999,/movies/?id=haunting.htm
0,24,Entrapment,Fox,"$87,704,396","2,879","$20,145,595","2,814",1999,/movies/?id=entrapment.htm
0,25,Pokemon: The First Movie,WB,"$85,744,662","3,043","$31,036,678","3,043",1999,/movies/?id=pokemon1.htm
0,26,Payback,Par.,"$81,526,121","2,855","$21,221,526","2,729",1999,/movies/?id=payback.htm
0,27,The Talented Mr. Ripley,Par.,"$81,298,265","2,369","$12,738,237","2,307",1999,/movies/?id=talentedmrripley.htm
0,28,Any Given Sunday,WB,"$75,530,832","2,505","$13,584,625","2,505",1999,/movies/?id=anygivensunday.htm
0,29,Deep Blue Sea,WB,"$73,648,142","2,901","$19,107,643","2,854",1999,/movies/?id=deepbluesea.htm
0,30,Galaxy Quest,DW,"$71,583,916","2,450","$7,012,630","2,412",1999,/movies/?id=galaxyquest.htm
0,31,The Thomas Crown Affair,MGM,"$69,305,181","2,427","$14,600,719","2,427",1999,/movies/?id=thomascrownaffair.htm
0,32,Blue Streak,Sony,"$68,518,533","2,735","$19,208,806","2,735",1999,/movies/?id=bluestreak.htm
0,33,End of Days,Uni.,"$66,889,043","2,652","$20,523,595","2,593",1999,/movies/?id=endofdays.htm
0,34,The Bone Collector,Uni.,"$66,518,655","2,623","$16,712,020","2,587",1999,/movies/?id=bonecollector.htm
0,35,Bowfinger,Uni.,"$66,384,775","2,746","$18,062,550","2,706",1999,/movies/?id=bowfinger.htm
0,36,Deuce Bigalow: Male Gigolo,BV,"$65,538,755","2,162","$12,224,016","2,154",1999,/movies/?id=deucebigalowmalegigolo.htm
0,37,Life,Uni.,"$63,886,029","2,613","$20,414,775","2,594",1999,/movies/?id=life.htm
0,38,She's All That,Mira.,"$63,366,989","2,654","$16,065,430","2,222",1999,/movies/?id=shesallthat.htm
0,39,Three Kings,WB,"$60,652,036","2,942","$15,847,636","2,942",1999,/movies/?id=threekings.htm
0,40,Bicentennial Man,BV,"$58,223,861","2,767","$8,234,926","2,518",1999,/movies/?id=bicentennialman.htm
0,41,The Cider House Rules,Mira.,"$57,545,092","1,738","$110,098",8,1999,/movies/?id=ciderhouserules.htm
0,42,Eyes Wide Shut,WB,"$55,691,208","2,483","$21,706,163","2,411",1999,/movies/?id=eyeswideshut.htm
0,43,Never Been Kissed,Fox,"$55,474,756","2,500","$11,836,707","2,455",1999,/movies/?id=neverbeenkissed.htm
0,44,Varsity Blues,Par.,"$52,894,169","2,364","$15,204,148","2,121",1999,/movies/?id=varsityblues.htm
0,45,Forces of Nature,DW,"$52,888,180","2,335","$13,510,728","2,058",1999,/movies/?id=forcesofnature.htm
0,46,Message in a Bottle,WB,"$52,880,016","2,545","$16,751,560","2,538",1999,/movies/?id=messageinabottle.htm
0,47,"South Park - Bigger, Longer and Uncut",Par.,"$52,037,603","2,128","$11,335,889","2,128",1999,/movies/?id=southpark.htm
0,48,The Hurricane,Uni.,"$50,699,241","2,148","$384,640",11,1999,/movies/?id=hurricane.htm
0,49,Stigmata,MGM,"$50,046,268","2,901","$18,309,666","2,899",1999,/movies/?id=stigmata.htm
0,50,House on Haunted Hill,WB,"$40,846,082","2,710","$15,946,032","2,710",1999,/movies/?id=houseonhauntedhill.htm
0,51,Anna and the King,Fox,"$39,263,420","2,132","$5,223,416","2,132",1999,/movies/?id=annaandtheking.htm
0,52,Cruel Intentions,Sony,"$38,328,567","2,312","$13,020,565","2,312",1999,/movies/?id=cruelintentions.htm
0,53,10 Things I Hate About You,BV,"$38,178,166","2,311","$8,330,681","2,271",1999,/movies/?id=10thingsihateaboutyou.htm
0,54,Fight Club,Fox,"$37,030,102","1,966","$11,035,485","1,963",1999,/movies/?id=fightclub.htm
0,55,My Favorite Martian,BV,"$36,850,101","2,349","$8,828,586","2,275",1999,/movies/?id=myfavoritemartian.htm
0,56,8MM,Sony,"$36,663,315","2,370","$14,252,888","2,370",1999,/movies/?id=8mm.htm
0,57,For Love of the Game,Uni.,"$35,188,640","2,933","$13,041,685","2,829",1999,/movies/?id=forloveofthegame.htm
0,58,Man on the Moon,Uni.,"$34,607,430","2,079","$7,515,585","2,079",1999,/movies/?id=manonthemoon.htm
0,59,Instinct,BV,"$34,105,207","2,129","$10,390,387","2,059",1999,/movies/?id=instinct.htm
0,60,The Best Man,Uni.,"$34,102,780","1,348","$9,031,660","1,346",1999,/movies/?id=bestman.htm
0,61,Mickey Blue Eyes,WB,"$33,864,342","2,573","$10,178,289","2,573",1999,/movies/?id=mickeyblueeyes.htm
0,62,The 13th Warrior,BV,"$32,698,899","2,313","$10,267,756","2,306",1999,/movies/?id=13thwarrior.htm
0,63,October Sky,Uni.,"$32,547,800","1,702","$5,905,250","1,495",1999,/movies/?id=octobersky.htm
0,64,Lake Placid,Fox,"$31,770,414","2,102","$10,974,145","2,096",1999,/movies/?id=lakeplacid.htm
0,65,Random Hearts,Sony,"$31,502,583","2,697","$13,012,585","2,697",1999,/movies/?id=randomhearts.htm
0,66,Dogma,Lions,"$30,652,890","1,292","$8,669,945","1,269",1999,/movies/?id=dogma.htm
0,67,Superstar,Par.,"$30,636,478","2,016","$8,912,743","1,943",1999,/movies/?id=superstar.htm
0,68,Mystery Men,Uni.,"$29,762,011","2,142","$10,017,865","2,136",1999,/movies/?id=mysterymen.htm
0,69,The Insider,BV,"$29,089,912","1,844","$6,712,361","1,809",1999,/movies/?id=insider.htm
0,70,"Girl, Interrupted",Sony,"$28,912,646","1,935","$95,399",9,1999,/movies/?id=girlinterrupted.htm
0,71,The Out-of-Towners,Par.,"$28,544,120","2,128","$8,224,215","2,102",1999,/movies/?id=out-of-towners.htm
0,72,The Other Sister,BV,"$27,807,627","1,863","$6,624,445","1,343",1999,/movies/?id=othersister.htm
0,73,Baby Geniuses,Sony,"$27,250,736","1,702","$5,613,587","1,689",1999,/movies/?id=babygeniuses.htm
0,74,The Story of Us,Uni.,"$27,100,031","2,175","$9,673,080","2,164",1999,/movies/?id=storyofus.htm
0,75,Blast from the Past,NL,"$26,511,114","2,544","$7,771,066","2,542",1999,/movies/?id=blastfromthepast.htm
0,76,The Wood,Par.,"$25,059,640","1,191","$8,515,223","1,191",1999,/movies/?id=woodthe.htm
0,77,Arlington Road,Sony,"$24,756,177","1,631","$7,515,145","1,631",1999,/movies/?id=arlingtonroad.htm
0,78,The Iron Giant,WB,"$23,159,305","2,179","$5,732,614","2,179",1999,/movies/?id=irongiant.htm
0,79,Being John Malkovich,USA,"$22,863,596",630,"$637,721",25,1999,/movies/?id=beingjohnmalkovich.htm
0,80,Magnolia,NL,"$22,455,976","1,086","$193,604",7,1999,/movies/?id=magnolia.htm
0,81,EDtv,Uni.,"$22,431,897","2,631","$8,311,290","2,627",1999,/movies/?id=edtv.htm
0,82,At First Sight,MGM,"$22,365,133","1,838","$8,444,321","1,814",1999,/movies/?id=atfirstsight.htm
0,83,The Bachelor,NL,"$21,760,240","2,524","$7,480,288","2,522",1999,/movies/?id=bachelor.htm
0,84,Stir of Echoes,Art.,"$21,142,914","1,943","$5,811,664","1,888",1999,/movies/?id=stirofechoes.htm
0,85,Doug's First Movie,BV,"$19,440,089","2,268","$4,470,489","2,268",1999,/movies/?id=dougsfirstmovie.htm
0,86,Summer of Sam,BV,"$19,288,130","1,536","$5,952,452","1,536",1999,/movies/?id=summerofsam.htm
0,87,Anywhere But Here,Fox,"$18,670,401","1,686","$5,607,137","1,672",1999,/movies/?id=anywherebuthere.htm
0,88,Galapagos (IMAX),Imax,"$18,607,627",14,"$36,316",2,1999,/movies/?id=galapagosimax.htm
0,89,An Ideal Husband,Mira.,"$18,542,974",772,"$192,802",10,1999,/movies/?id=idealhusband.htm
0,90,Drive Me Crazy,Fox,"$17,845,337","2,233","$6,846,112","2,222",1999,/movies/?id=drivemecrazy.htm
0,91,The Rage: Carrie 2,MGM,"$17,762,705","2,286","$7,065,123","2,286",1999,/movies/?id=carrie2.htm
0,92,Go,Sony,"$16,943,454","1,563","$4,706,795","1,563",1999,/movies/?id=go.htm
0,93,Bringing Out the Dead,Par.,"$16,797,191","1,967","$6,193,052","1,936",1999,/movies/?id=bringingoutthedead.htm
0,94,True Crime,WB,"$16,649,768","1,852","$5,276,109","1,852",1999,/movies/?id=truecrime.htm
0,95,Muppets from Space,Sony,"$16,625,807","2,265","$4,826,049","2,265",1999,/movies/?id=muppetsfromspace.htm
0,96,A Midsummer Night's Dream,FoxS,"$16,071,990","1,099","$4,285,620","1,080",1999,/movies/?id=midsummernightsdream.htm
0,97,The Corruptor,NL,"$15,164,492","1,804","$5,765,300","1,804",1999,/movies/?id=corruptor.htm
0,98,Election,Par.,"$14,902,041",827,"$119,080",6,1999,/movies/?id=election.htm
0,99,Music of the Heart,Mira.,"$14,859,394","1,353","$3,653,281","1,349",1999,/movies/?id=musicoftheheart.htm
0,100,Snow Falling on Cedars,Uni.,"$14,417,593","1,155","$32,135",3,1999,/movies/?id=snowfallingoncedars.htm
0,1,How the Grinch Stole Christmas,Uni.,"$260,044,825","3,256","$55,082,330","3,127",2000,/movies/?id=grinch.htm
0,2,Cast Away,Fox,"$233,632,142","3,061","$28,883,406","2,774",2000,/movies/?id=castaway.htm
0,3,Mission: Impossible II,Par.,"$215,409,889","3,669","$57,845,297","3,653",2000,/movies/?id=mi2.htm
0,4,Gladiator,DW,"$187,705,427","3,188","$34,819,017","2,938",2000,/movies/?id=gladiator.htm
0,5,What Women Want,Par.,"$182,811,707","3,092","$33,614,543","3,012",2000,/movies/?id=whatwomenwant.htm
0,6,The Perfect Storm,WB,"$182,618,434","3,407","$41,325,042","3,407",2000,/movies/?id=perfectstorm.htm
0,7,Meet the Parents,Uni.,"$166,244,045","2,697","$28,623,300","2,614",2000,/movies/?id=meettheparents.htm
0,8,X-Men,Fox,"$157,299,717","3,112","$54,471,475","3,025",2000,/movies/?id=xmen.htm
0,9,Scary Movie,Mira.,"$157,019,771","3,301","$42,346,669","2,912",2000,/movies/?id=scarymovie.htm
0,10,What Lies Beneath,DW,"$155,464,351","2,925","$29,702,959","2,813",2000,/movies/?id=whatliesbeneath.htm
0,11,Dinosaur,BV,"$137,748,063","3,319","$38,854,851","3,257",2000,/movies/?id=dinosaur.htm
0,12,"Crouching Tiger, Hidden Dragon",SPC,"$128,078,872","2,027","$663,205",16,2000,/movies/?id=crouchingtigerhiddendragon.htm
0,13,Erin Brockovich,Uni.,"$125,595,205","3,070","$28,138,465","2,848",2000,/movies/?id=erinbrockovich.htm
0,14,Charlie's Angels,Sony,"$125,305,545","3,037","$40,128,550","3,037",2000,/movies/?id=charliesangels.htm
0,15,Traffic,USA,"$124,115,725","1,755","$184,725",4,2000,/movies/?id=traffic.htm
0,16,The Nutty Professor II: The Klumps,Uni.,"$123,309,890","3,251","$42,518,830","3,242",2000,/movies/?id=nuttyprofessor2.htm
0,17,Big Momma's House,Fox,"$117,559,438","2,854","$25,661,041","2,802",2000,/movies/?id=bigmommashouse.htm
0,18,Remember the Titans,BV,"$115,654,751","2,803","$20,905,831","1,865",2000,/movies/?id=rememberthetitans.htm
0,19,The Patriot,Sony,"$113,330,342","3,061","$22,413,710","3,061",2000,/movies/?id=patriot.htm
0,20,Chicken Run,DW,"$106,834,564","2,953","$17,506,162","2,491",2000,/movies/?id=chickenrun.htm
0,21,Miss Congeniality,WB,"$106,807,667","2,668","$10,046,534","2,668",2000,/movies/?id=misscongeniality.htm
0,22,Gone in 60 Seconds,BV,"$101,648,571","3,089","$25,336,048","3,006",2000,/movies/?id=gonein60seconds.htm
0,23,Unbreakable,BV,"$95,011,339","2,708","$30,330,771","2,708",2000,/movies/?id=unbreakable.htm
0,24,"Me, Myself and Irene",Fox,"$90,570,999","3,087","$24,209,385","3,019",2000,/movies/?id=memyselfandirene.htm
0,25,Space Cowboys,WB,"$90,464,773","2,835","$18,093,776","2,805",2000,/movies/?id=spacecowboys.htm
0,26,The Emperor's New Groove,BV,"$89,302,687","2,887","$9,812,302","2,801",2000,/movies/?id=emperorsnewgroove.htm
0,27,Scream 3,Dim.,"$89,143,175","3,467","$34,713,342","3,467",2000,/movies/?id=scream3.htm
0,28,U-571,Uni.,"$77,122,415","2,820","$19,553,310","2,583",2000,/movies/?id=u-571.htm
0,29,Rugrats in Paris: The Movie,Par.,"$76,507,756","2,937","$22,718,184","2,934",2000,/movies/?id=rugratsinparis.htm
0,30,The Family Man,Uni.,"$75,793,305","2,441","$10,554,960","2,388",2000,/movies/?id=familyman.htm
0,31,Hollow Man,Sony,"$73,209,340","2,956","$26,414,386","2,956",2000,/movies/?id=hollowman.htm
0,32,Chocolat,Mira.,"$71,509,363","1,928","$157,624",8,2000,/movies/?id=chocolat.htm
0,33,Shaft,Par.,"$70,334,258","2,433","$21,714,757","2,337",2000,/movies/?id=shaft.htm
0,34,Disney's The Kid,BV,"$69,691,949","2,343","$12,687,726","2,167",2000,/movies/?id=kidthe.htm
0,35,Vertical Limit,Sony,"$69,243,859","2,602","$15,507,845","2,307",2000,/movies/?id=verticallimit.htm
0,36,Road Trip,DW,"$68,540,777","2,654","$15,484,004","2,530",2000,/movies/?id=roadtrip.htm
0,37,Bring It On,Uni.,"$68,379,000","2,466","$17,362,105","2,380",2000,/movies/?id=bringiton.htm
0,38,102 Dalmatians,BV,"$66,957,026","2,704","$19,883,351","2,704",2000,/movies/?id=102dalmatians.htm
0,39,Rules of Engagement,Par.,"$61,335,230","3,220","$15,011,181","3,155",2000,/movies/?id=rulesofengagement.htm
